id;class_name;name;params;crawler_id
126;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";18
127;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";19
128;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";19
129;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";19
130;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";19
131;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";19
132;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";19
133;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";19
134;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";20
135;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";20
136;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";20
137;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";20
138;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";20
139;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";20
140;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";20
141;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";21
142;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";21
143;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";21
144;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";21
145;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";21
146;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";21
147;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";21
148;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";22
149;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";22
150;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";22
151;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";22
152;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";22
153;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";22
154;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";22
155;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";23
156;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";23
157;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";23
158;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";23
159;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";23
160;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";23
161;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";23
162;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";24
163;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";24
164;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";24
165;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";24
166;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";24
167;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";24
168;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";24
169;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";25
170;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";25
171;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";25
172;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";25
173;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";25
174;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";25
175;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";25
176;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";26
177;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";26
178;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";26
179;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";26
180;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";26
181;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";26
182;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";26
183;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";27
184;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";27
185;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";27
186;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";27
187;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";27
188;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";27
189;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";27
190;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";28
191;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";28
192;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";28
193;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";28
194;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";28
195;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";28
196;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";28
197;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";29
198;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";29
199;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";29
200;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";29
201;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";29
202;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";29
203;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";29
204;com.digitalpebble.stormcrawler.parse.filter.XPathFilter;XPathFilter;"{""canonical"":""//*[@rel=\""canonical\""]/@href"",""parse.description"":[""//*[@name=\""description\""]/@content"",""//*[@name=\""Description\""]/@content""],""parse.title"":[""//TITLE"",""//META[@name=\""title\""]/@content""],""parse.keywords"":""//META[@name=\""keywords\""]/@content""}";30
205;com.digitalpebble.stormcrawler.filtering.basic.BasicURLFilter;BasicURLFilter;"{""maxPathRepetition"": 3,""maxLength"": 1024}";30
206;com.digitalpebble.stormcrawler.filtering.depth.MaxDepthFilter;MaxDepthFilter;"{""maxDepth"": -1}";30
207;com.digitalpebble.stormcrawler.filtering.basic.BasicURLNormalizer;BasicURLNormalizer;"{""removeAnchorPart"": true,""unmangleQueryString"": false,""checkValidURI"": true}";30
208;com.digitalpebble.stormcrawler.filtering.host.HostURLFilter;HostURLFilter;"{""ignoreOutsideHost"": true,""ignoreOutsideDomain"": false}";30
209;com.digitalpebble.stormcrawler.filtering.regex.RegexURLFilter;RegexURLFilter;"{""urlFilters"": [""# very time-consuming : use BasicURLFilter instead"",""# -.*(/[^/]+)/[^/]+\\1/[^/]+\\1/"",""# accept anything else# +.""]}";30
210;com.digitalpebble.stormcrawler.filtering.regex.FastURLFilter;FastURLFilter;"[{""scope"": ""GLOBAL"",""patterns"": [""DenyPathQuery \\.jpg""]},{""scope"": ""domain:stormcrawler.net"",""patterns"": [""AllowPath /digitalpebble/"",""DenyPath .+""]},{""scope"": ""metadata:key=value"",""patterns"": [""DenyPath .+""]}]";30
